ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,3/23,85/16631,0.000211931087207489,0.00689832783467441,0.00389927110481957,Mif/Spp1/Prelid1,3
GO_REGULATION_OF_TISSUE_REMODELING,GO_REGULATION_OF_TISSUE_REMODELING,3/23,88/16631,0.00023482490447501,0.00689832783467441,0.00389927110481957,Adam8/Gpnmb/Spp1,3
GO_POSITIVE_REGULATION_OF_BONE_RESORPTION,GO_POSITIVE_REGULATION_OF_BONE_RESORPTION,2/23,17/16631,0.000245693868084294,0.00689832783467441,0.00389927110481957,Adam8/Spp1,2
GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,3/23,93/16631,0.000276438429336092,0.00720714476483383,0.00407382948495294,Adam8/Mif/Prelid1,3
GO_LEUKOCYTE_APOPTOTIC_PROCESS,GO_LEUKOCYTE_APOPTOTIC_PROCESS,3/23,111/16631,0.000464924520819024,0.010792235203976,0.0061002973323123,Adam8/Mif/Prelid1,3
GO_PYRUVATE_METABOLIC_PROCESS,GO_PYRUVATE_METABOLIC_PROCESS,2/23,24/16631,0.000495686132982452,0.010792235203976,0.0061002973323123,Ldha/Slc16a3,2
GO_BONE_MINERALIZATION,GO_BONE_MINERALIZATION,3/23,114/16631,0.000502652050596141,0.010792235203976,0.0061002973323123,Gpnmb/Ecm1/Mgp,3
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,2/23,25/16631,0.000538336271798551,0.0109162632892484,0.00617040405102433,Adam8/Prelid1,2
GO_REGULATION_OF_LIPID_TRANSPORT,GO_REGULATION_OF_LIPID_TRANSPORT,3/23,123/16631,0.000627471948036555,0.0120540663701759,0.00681354580693434,Mif/Spp1/Prelid1,3
GO_PLATELET_DEGRANULATION,GO_PLATELET_DEGRANULATION,3/23,137/16631,0.000858339891112806,0.0156647030128087,0.00885445361358474,Aldoa/F13a1/Ecm1,3
GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,2/23,33/16631,0.000941119383506933,0.0163575511895253,0.00924608517129618,Adam8/Prelid1,2
GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,3/23,147/16631,0.0010524273628113,0.01736608546689,0.00981615789909285,Pgk1/Pgam1/Prelid1,3
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,3/23,149/16631,0.00109430127599581,0.01736608546689,0.00981615789909285,Adam8/Mif/Gpnmb,3
GO_REGULATION_OF_LIPID_LOCALIZATION,GO_REGULATION_OF_LIPID_LOCALIZATION,3/23,153/16631,0.00118118771878264,0.017963896556486,0.0101540698632192,Mif/Spp1/Prelid1,3
GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING,GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING,2/23,43/16631,0.0015960576597151,0.0219124410726622,0.0123859796690463,Adam8/Spp1,2
GO_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS,GO_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS,2/23,44/16631,0.0016706562119707,0.0219124410726622,0.0123859796690463,Tpi1/Pgam1,2
GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION,GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION,3/23,173/16631,0.00168095438365628,0.0219124410726622,0.0123859796690463,Igkc/Mif/Ighm,3
GO_TISSUE_REMODELING,GO_TISSUE_REMODELING,3/23,173/16631,0.00168095438365628,0.0219124410726622,0.0123859796690463,Adam8/Gpnmb/Spp1,3
GO_T_CELL_APOPTOTIC_PROCESS,GO_T_CELL_APOPTOTIC_PROCESS,2/23,45/16631,0.0017468929722429,0.0219867563747813,0.0124279862998043,Adam8/Prelid1,2
GO_REGULATION_OF_BONE_REMODELING,GO_REGULATION_OF_BONE_REMODELING,2/23,46/16631,0.00182476366689489,0.0222012912805545,0.0125492518846105,Adam8/Spp1,2
GO_REGULATION_OF_T_CELL_MIGRATION,GO_REGULATION_OF_T_CELL_MIGRATION,2/23,48/16631,0.00198538980380873,0.0233763638190383,0.0132134601543807,Adam8/Ecm1,2
GO_REGULATION_OF_LEUKOCYTE_MIGRATION,GO_REGULATION_OF_LEUKOCYTE_MIGRATION,3/23,193/16631,0.00229645518096857,0.0261939419079227,0.0148060926141395,Adam8/Mif/Ecm1,3
GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT,GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT,2/23,56/16631,0.00269240237006915,0.0297796019719769,0.0168328824412617,Mif/Prelid1,2
GO_SPERM_EGG_RECOGNITION,GO_SPERM_EGG_RECOGNITION,2/23,57/16631,0.0027879665068265,0.0299296404409315,0.0169176914965323,Aldoa/Folr2,2
GO_BONE_RESORPTION,GO_BONE_RESORPTION,2/23,59/16631,0.0029838403758145,0.031117192490637,0.017588953794275,Adam8/Spp1,2
GO_RETINA_HOMEOSTASIS,GO_RETINA_HOMEOSTASIS,2/23,61/16631,0.00318601392308386,0.0323026411646003,0.0182590271615333,Igkc/Lyz2,2
GO_POSITIVE_CHEMOTAXIS,GO_POSITIVE_CHEMOTAXIS,2/23,67/16631,0.00383000092453309,0.0377824415528264,0.0213564774170266,Mif/Gpnmb,2
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION,GO_REGULATION_OF_LYMPHOCYTE_MIGRATION,2/23,68/16631,0.00394275261805647,0.0378711764629108,0.0214066347129936,Adam8/Ecm1,2
GO_REGULATION_OF_BONE_MINERALIZATION,GO_REGULATION_OF_BONE_MINERALIZATION,2/23,74/16631,0.0046514131004469,0.04353245594008,0.0246066657945369,Ecm1/Mgp,2
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,2/23,83/16631,0.00581628403574589,0.0528936625612083,0.0298980760259462,Adam8/Mif,2
GO_BONE_REMODELING,GO_BONE_REMODELING,2/23,85/16631,0.00609149621944541,0.0528936625612083,0.0298980760259462,Adam8/Spp1,2
GO_PROTEIN_HOMOTETRAMERIZATION,GO_PROTEIN_HOMOTETRAMERIZATION,2/23,85/16631,0.00609149621944541,0.0528936625612083,0.0298980760259462,Aldoa/Pkm,2
GO_CELL_CELL_RECOGNITION,GO_CELL_CELL_RECOGNITION,2/23,86/16631,0.00623130819214235,0.0528936625612083,0.0298980760259462,Aldoa/Folr2,2
GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,2/23,90/16631,0.00680516956489451,0.0564519747996931,0.0319094075291704,Ecm1/Mgp,2
GO_T_CELL_MIGRATION,GO_T_CELL_MIGRATION,2/23,93/16631,0.00725079939394223,0.0588120395286425,0.0332434311394778,Adam8/Ecm1,2
GO_RESPONSE_TO_VITAMIN,GO_RESPONSE_TO_VITAMIN,2/23,97/16631,0.0078650830327711,0.0624077240643794,0.0352758872865706,Spp1/Folr2,2
GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,2/23,99/16631,0.00818077352591524,0.0634243950930499,0.0358505593027766,Ighm/Lyz2,2
GO_REGULATION_OF_ANION_TRANSPORT,GO_REGULATION_OF_ANION_TRANSPORT,2/23,100/16631,0.00834074236840108,0.0634243950930499,0.0358505593027766,Mif/Prelid1,2
GO_PHAGOCYTOSIS_RECOGNITION,GO_PHAGOCYTOSIS_RECOGNITION,2/23,112/16631,0.0103692963789773,0.0772406771087081,0.0436601952799042,Igkc/Ighm,2
GO_ANTIMICROBIAL_HUMORAL_RESPONSE,GO_ANTIMICROBIAL_HUMORAL_RESPONSE,2/23,127/16631,0.0131806182234315,0.088258458498742,0.0498879823093105,Ighm/Lyz2,2
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,1/23,10/16631,0.0137475430830838,0.088258458498742,0.0498879823093105,Mif,1
GO_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,GO_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,1/23,10/16631,0.0137475430830838,0.088258458498742,0.0498879823093105,Mif,1
GO_RESPONSE_TO_FOLIC_ACID,GO_RESPONSE_TO_FOLIC_ACID,1/23,10/16631,0.0137475430830838,0.088258458498742,0.0498879823093105,Folr2,1
GO_LYMPHOCYTE_MIGRATION,GO_LYMPHOCYTE_MIGRATION,2/23,130/16631,0.0137786243959431,0.088258458498742,0.0498879823093105,Adam8/Ecm1,2
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,2/23,131/16631,0.013980560684992,0.088258458498742,0.0498879823093105,Slc16a3/Folr2,2
GO_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,GO_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,1/23,11/16631,0.0151123109375501,0.088258458498742,0.0498879823093105,Mif,1
GO_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,GO_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,1/23,11/16631,0.0151123109375501,0.088258458498742,0.0498879823093105,Adam8,1
GO_REGULATION_OF_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS,GO_REGULATION_OF_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS,1/23,11/16631,0.0151123109375501,0.088258458498742,0.0498879823093105,Pgam1,1
GO_REGULATION_OF_PROSTAGLANDIN_SECRETION,GO_REGULATION_OF_PROSTAGLANDIN_SECRETION,1/23,11/16631,0.0151123109375501,0.088258458498742,0.0498879823093105,Mif,1
GO_RESPONSE_TO_MUSCLE_INACTIVITY,GO_RESPONSE_TO_MUSCLE_INACTIVITY,1/23,11/16631,0.0151123109375501,0.088258458498742,0.0498879823093105,Pkm,1
GO_SINGLE_FERTILIZATION,GO_SINGLE_FERTILIZATION,2/23,139/16631,0.0156423435853217,0.088258458498742,0.0498879823093105,Aldoa/Folr2,2
GO_ALDEHYDE_BIOSYNTHETIC_PROCESS,GO_ALDEHYDE_BIOSYNTHETIC_PROCESS,1/23,12/16631,0.0164752722401037,0.088258458498742,0.0498879823093105,Tpi1,1
GO_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,GO_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,1/23,12/16631,0.0164752722401037,0.088258458498742,0.0498879823093105,Mif,1
GO_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS,GO_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS,1/23,12/16631,0.0164752722401037,0.088258458498742,0.0498879823093105,Aldoa,1
GO_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL,GO_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL,1/23,12/16631,0.0164752722401037,0.088258458498742,0.0498879823093105,Prelid1,1
GO_PROTEIN_TETRAMERIZATION,GO_PROTEIN_TETRAMERIZATION,2/23,145/16631,0.0169419316490149,0.088258458498742,0.0498879823093105,Aldoa/Pkm,2
GO_FRUCTOSE_METABOLIC_PROCESS,GO_FRUCTOSE_METABOLIC_PROCESS,1/23,13/16631,0.0178364292735279,0.088258458498742,0.0498879823093105,Aldoa,1
GO_HORMONE_CATABOLIC_PROCESS,GO_HORMONE_CATABOLIC_PROCESS,1/23,13/16631,0.0178364292735279,0.088258458498742,0.0498879823093105,Spp1,1
GO_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS,GO_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS,1/23,13/16631,0.0178364292735279,0.088258458498742,0.0498879823093105,Adam8,1
GO_RESPONSE_TO_GRAVITY,GO_RESPONSE_TO_GRAVITY,1/23,13/16631,0.0178364292735279,0.088258458498742,0.0498879823093105,Pkm,1
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,1/23,14/16631,0.0191957843178597,0.088258458498742,0.0498879823093105,Adam8,1
GO_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,GO_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,1/23,14/16631,0.0191957843178597,0.088258458498742,0.0498879823093105,Tmem176b,1
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION,GO_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION,1/23,14/16631,0.0191957843178597,0.088258458498742,0.0498879823093105,Mif,1
GO_PENTOSE_PHOSPHATE_SHUNT,GO_PENTOSE_PHOSPHATE_SHUNT,1/23,14/16631,0.0191957843178597,0.088258458498742,0.0498879823093105,Pgam1,1
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,1/23,14/16631,0.0191957843178597,0.088258458498742,0.0498879823093105,Adam8,1
GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS,GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS,1/23,14/16631,0.0191957843178597,0.088258458498742,0.0498879823093105,Pgam1,1
GO_RESPONSE_TO_INACTIVITY,GO_RESPONSE_TO_INACTIVITY,1/23,14/16631,0.0191957843178597,0.088258458498742,0.0498879823093105,Pkm,1
GO_REGULATION_OF_T_CELL_DIFFERENTIATION,GO_REGULATION_OF_T_CELL_DIFFERENTIATION,2/23,155/16631,0.019207061524057,0.088258458498742,0.0498879823093105,Adam8/Prelid1,2
GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY,GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY,2/23,159/16631,0.0201471594735772,0.088258458498742,0.0498879823093105,Igkc/Ighm,2
GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,1/23,15/16631,0.020553339650392,0.088258458498742,0.0498879823093105,Mif,1
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,1/23,15/16631,0.020553339650392,0.088258458498742,0.0498879823093105,Mif,1
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION,GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION,1/23,15/16631,0.020553339650392,0.088258458498742,0.0498879823093105,Spp1,1
GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,1/23,15/16631,0.020553339650392,0.088258458498742,0.0498879823093105,Adam8,1
GO_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT,GO_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT,1/23,15/16631,0.020553339650392,0.088258458498742,0.0498879823093105,Ldha,1
GO_VITAMIN_TRANSMEMBRANE_TRANSPORT,GO_VITAMIN_TRANSMEMBRANE_TRANSPORT,1/23,15/16631,0.020553339650392,0.088258458498742,0.0498879823093105,Folr2,1
GO_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION,GO_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION,1/23,16/16631,0.0219090975456762,0.0915861115886578,0.0517689340198325,Folr2,1
GO_PROSTAGLANDIN_TRANSPORT,GO_PROSTAGLANDIN_TRANSPORT,1/23,16/16631,0.0219090975456762,0.0915861115886578,0.0517689340198325,Mif,1
GO_MEMBRANE_INVAGINATION,GO_MEMBRANE_INVAGINATION,2/23,167/16631,0.022084498391314,0.0915861115886578,0.0517689340198325,Igkc/Ighm,2
GO_FERTILIZATION,GO_FERTILIZATION,2/23,168/16631,0.0223319559764125,0.0915861115886578,0.0517689340198325,Aldoa/Folr2,2
GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,1/23,17/16631,0.0232630602755259,0.0925727076564838,0.0523266062023672,Mif,1
GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,1/23,17/16631,0.0232630602755259,0.0925727076564838,0.0523266062023672,Tmem176b,1
GO_MONOCARBOXYLIC_ACID_TRANSPORT,GO_MONOCARBOXYLIC_ACID_TRANSPORT,2/23,172/16631,0.0233333948065658,0.0925727076564838,0.0523266062023672,Mif/Slc16a3,2
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,2/23,177/16631,0.0246110592360202,0.0945743051557059,0.053458006663355,Igkc/Ighm,2
GO_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION,GO_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION,1/23,18/16631,0.0246152301090193,0.0945743051557059,0.053458006663355,Ecm1,1
GO_THYMOCYTE_APOPTOTIC_PROCESS,GO_THYMOCYTE_APOPTOTIC_PROCESS,1/23,18/16631,0.0246152301090193,0.0945743051557059,0.053458006663355,Adam8,1
GO_FOLIC_ACID_METABOLIC_PROCESS,GO_FOLIC_ACID_METABOLIC_PROCESS,1/23,19/16631,0.0259656093125042,0.095456917032463,0.0539569019130865,Folr2,1
GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,1/23,19/16631,0.0259656093125042,0.095456917032463,0.0539569019130865,Prelid1,1
GO_REGULATION_OF_COLLATERAL_SPROUTING,GO_REGULATION_OF_COLLATERAL_SPROUTING,1/23,19/16631,0.0259656093125042,0.095456917032463,0.0539569019130865,Spp1,1
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,1/23,19/16631,0.0259656093125042,0.095456917032463,0.0539569019130865,Mif,1
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,2/23,183/16631,0.0261816403503497,0.095456917032463,0.0539569019130865,Adam8/Prelid1,2
GO_EOSINOPHIL_MIGRATION,GO_EOSINOPHIL_MIGRATION,1/23,20/16631,0.0273142001495983,0.095456917032463,0.0539569019130865,Adam8,1
GO_PLASMA_MEMBRANE_FUSION,GO_PLASMA_MEMBRANE_FUSION,1/23,20/16631,0.0273142001495983,0.095456917032463,0.0539569019130865,Folr2,1
GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,1/23,20/16631,0.0273142001495983,0.095456917032463,0.0539569019130865,Mif,1
GO_COMPLEMENT_ACTIVATION,GO_COMPLEMENT_ACTIVATION,2/23,191/16631,0.0283380122870429,0.095456917032463,0.0539569019130865,Igkc/Ighm,2
GO_CELL_AGGREGATION,GO_CELL_AGGREGATION,1/23,21/16631,0.0286610048811958,0.095456917032463,0.0539569019130865,Mgp,1
GO_DECIDUALIZATION,GO_DECIDUALIZATION,1/23,21/16631,0.0286610048811958,0.095456917032463,0.0539569019130865,Spp1,1
GO_REGENERATION,GO_REGENERATION,2/23,195/16631,0.0294424107185533,0.095456917032463,0.0539569019130865,Pkm/Spp1,2
GO_MYELOID_LEUKOCYTE_MIGRATION,GO_MYELOID_LEUKOCYTE_MIGRATION,2/23,197/16631,0.0300010721432716,0.095456917032463,0.0539569019130865,Adam8/Mif,2
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST,1/23,22/16631,0.0300060257654664,0.095456917032463,0.0539569019130865,Mif,1
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,1/23,22/16631,0.0300060257654664,0.095456917032463,0.0539569019130865,Mif,1
GO_VACUOLAR_ACIDIFICATION,GO_VACUOLAR_ACIDIFICATION,1/23,22/16631,0.0300060257654664,0.095456917032463,0.0539569019130865,Atp6v0d2,1
GO_B_CELL_APOPTOTIC_PROCESS,GO_B_CELL_APOPTOTIC_PROCESS,1/23,23/16631,0.0313492650578615,0.095456917032463,0.0539569019130865,Mif,1
GO_MODIFIED_AMINO_ACID_TRANSPORT,GO_MODIFIED_AMINO_ACID_TRANSPORT,1/23,23/16631,0.0313492650578615,0.095456917032463,0.0539569019130865,Folr2,1
GO_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,GO_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,1/23,23/16631,0.0313492650578615,0.095456917032463,0.0539569019130865,Aldoa,1
GO_NAD_METABOLIC_PROCESS,GO_NAD_METABOLIC_PROCESS,1/23,23/16631,0.0313492650578615,0.095456917032463,0.0539569019130865,Ldha,1
GO_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT,GO_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT,1/23,23/16631,0.0313492650578615,0.095456917032463,0.0539569019130865,Mif,1
GO_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,GO_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,1/23,23/16631,0.0313492650578615,0.095456917032463,0.0539569019130865,Adam8,1
GO_NEGATIVE_REGULATION_OF_CELL_AGING,GO_NEGATIVE_REGULATION_OF_CELL_AGING,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Mif,1
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Mif,1
GO_PLASMINOGEN_ACTIVATION,GO_PLASMINOGEN_ACTIVATION,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Pgk1,1
GO_POLYOL_CATABOLIC_PROCESS,GO_POLYOL_CATABOLIC_PROCESS,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Tpi1,1
GO_PROSTANOID_BIOSYNTHETIC_PROCESS,GO_PROSTANOID_BIOSYNTHETIC_PROCESS,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Mif,1
GO_REGULATION_OF_ICOSANOID_SECRETION,GO_REGULATION_OF_ICOSANOID_SECRETION,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Mif,1
GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS,GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Mif,1
GO_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,GO_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,1/23,24/16631,0.0326907250111175,0.095456917032463,0.0539569019130865,Adam8,1
GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,1/23,25/16631,0.0340304078752552,0.0978039281454186,0.0552835469834234,Ecm1,1
